Cash Positions Details,,,,,,,,Account Details,,,,,,Future Positions List,,,,,
Client ID,Accounting Balance,Accounting Balance,Value Date,Balance at Value Date,Balance at Value Date,Exchange Values Rate,Last Booking Date,IBAN,KBL Cash Account Number,Client Name,Account Title,Account Type,Account currency,Future Date D+1,Future Position D+1,Future Date D+2,Future Position D+2,Future Date D+3,Future Position D+3
,,Exchange Value (EUR),,,Exchange Value (EUR),,,,,,,,,,,,,,
ID-FE1DBF57,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",29/01/2024,ID-1951A343,ID-FE1DBF57,,ID-18E8FF51,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-FE1DBF57,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-1951A343,ID-FE1DBF57,,ID-18E8FF51,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-61D48DE8,"17.601,66","20.156,20",31/12/2025,"17.601,66","20.156,20","1,145,130,784,275,790",31/12/2025,ID-FB8109A8,ID-61D48DE8,,ID-6AAF19DF,CC,GBP,02/01/2026,"17.601,66",05/01/2026,"17.601,66",06/01/2026,"17.601,66"
ID-61D48DE8,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",16/07/2025,ID-FB8109A8,ID-61D48DE8,,ID-6AAF19DF,Dépôts/Emprunts à terme,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-61D48DE8,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-FB8109A8,ID-61D48DE8,,ID-6AAF19DF,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-1DB96184,"2.093,66","2.397,51",31/12/2025,"2.093,66","2.397,51","1,145,130,784,275,790",31/12/2025,ID-BF752B23,ID-1DB96184,,ID-7BADAFC7,CC,GBP,02/01/2026,"2.093,66",05/01/2026,"2.093,66",06/01/2026,"2.093,66"
ID-1DB96184,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-BF752B23,ID-1DB96184,,ID-7BADAFC7,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-61C8DCEF,"0,00","0,00",31/12/2025,"0,00","0,00","0,6211124723278957",19/05/2023,ID-9B884238,ID-61C8DCEF,,ID-EF1BE8C6,CC,CAD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-61C8DCEF,"0,00","0,00",31/12/2025,"0,00","0,00","1,00",22/02/2024,ID-9B884238,ID-61C8DCEF,,ID-EF1BE8C6,CC,EUR,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-61C8DCEF,"37.840,60","43.332,44",31/12/2025,"37.840,60","43.332,44","1,145,130,784,275,790",31/12/2025,ID-9B884238,ID-61C8DCEF,,ID-EF1BE8C6,CC,GBP,02/01/2026,"37.840,60",05/01/2026,"37.840,60",06/01/2026,"37.840,60"
ID-61C8DCEF,"0,00","0,00",31/12/2025,"0,00","0,00","10,746,448,298,837,200",03/04/2024,ID-9B884238,ID-61C8DCEF,,ID-EF1BE8C6,75,CHF,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-61C8DCEF,"0,00","0,00",31/12/2025,"0,00","0,00","0,1338746319341458",10/03/2023,ID-9B884238,ID-61C8DCEF,,ID-EF1BE8C6,75,DKK,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-61C8DCEF,"0,00","0,00",31/12/2025,"0,00","0,00","1,00",04/12/2024,ID-9B884238,ID-61C8DCEF,,ID-EF1BE8C6,75,EUR,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-61C8DCEF,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",14/01/2025,ID-9B884238,ID-61C8DCEF,,ID-EF1BE8C6,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-61C8DCEF,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",15/01/2025,ID-9B884238,ID-61C8DCEF,,ID-EF1BE8C6,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-61C8DCEF,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",16/12/2024,ID-9B884238,ID-61C8DCEF,,ID-EF1BE8C6,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-61C8DCEF,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-9B884238,ID-61C8DCEF,,ID-EF1BE8C6,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AAFF9227,"23.393,93","26.789,11",31/12/2025,"23.393,93","26.789,11","1,145,130,784,275,790",31/12/2025,ID-3FF68F8C,ID-AAFF9227,,ID-895579B9,CC,GBP,02/01/2026,"11.228,78",05/01/2026,"23.393,93",06/01/2026,"23.393,93"
ID-AAFF9227,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",28/11/2022,ID-3FF68F8C,ID-AAFF9227,,ID-895579B9,Dépôts/Emprunts à terme,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AAFF9227,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",07/02/2025,ID-3FF68F8C,ID-AAFF9227,,ID-895579B9,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AAFF9227,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-3FF68F8C,ID-AAFF9227,,ID-895579B9,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-1C13B6FF,"13.341,10","15.277,30",31/12/2025,"13.341,10","15.277,30","1,145,130,784,275,790",31/12/2025,ID-3613DB02,ID-1C13B6FF,,ID-042A83EF,CC,GBP,02/01/2026,"13.341,10",05/01/2026,"13.341,10",06/01/2026,"13.341,10"
ID-1C13B6FF,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",15/08/2023,ID-3613DB02,ID-1C13B6FF,,ID-042A83EF,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-1C13B6FF,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-3613DB02,ID-1C13B6FF,,ID-042A83EF,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-5FCB9127,"-219,58","-251,45",31/12/2025,"-219,58","-251,45","1,145,130,784,275,790",23/12/2025,ID-0490665D,ID-5FCB9127,,ID-042A83EF,CC,GBP,02/01/2026,"-219,58",05/01/2026,"-219,58",06/01/2026,"-219,58"
ID-5FCB9127,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",30/06/2025,ID-0490665D,ID-5FCB9127,,ID-042A83EF,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-C7A3BF7F,"50.667,31","58.020,70",31/12/2025,"50.667,31","58.020,70","1,145,130,784,275,790",31/12/2025,ID-81912976,ID-C7A3BF7F,,ID-5D9893D0,CC,GBP,02/01/2026,"50.667,31",05/01/2026,"50.667,31",06/01/2026,"50.667,31"
ID-C7A3BF7F,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",07/02/2025,ID-81912976,ID-C7A3BF7F,,ID-5D9893D0,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-C7A3BF7F,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",02/01/2024,ID-81912976,ID-C7A3BF7F,,ID-5D9893D0,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-C7A3BF7F,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-81912976,ID-C7A3BF7F,,ID-5D9893D0,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-00F3E718,"35.335,48","40.463,75",31/12/2025,"35.335,48","40.463,75","1,145,130,784,275,790",31/12/2025,ID-9292D7B9,ID-00F3E718,,ID-9C291004,CC,GBP,02/01/2026,"35.335,48",05/01/2026,"35.335,48",06/01/2026,"35.335,48"
ID-00F3E718,"0,00","0,00",31/12/2025,"0,00","0,00","10,746,448,298,837,200",31/03/2025,ID-9292D7B9,ID-00F3E718,,ID-9C291004,75,CHF,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-00F3E718,"68,21","68,21",31/12/2025,"68,21","68,21","1,00",31/12/2025,ID-9292D7B9,ID-00F3E718,,ID-9C291004,75,EUR,02/01/2026,"0,00",05/01/2026,"68,21",06/01/2026,"68,21"
ID-00F3E718,"34,50","39,51",31/12/2025,"34,50","39,51","1,145,130,784,275,790",05/12/2025,ID-9292D7B9,ID-00F3E718,,ID-9C291004,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-00F3E718,"247,04","210,32",31/12/2025,"247,04","210,32","0,851376620027081",29/12/2025,ID-9292D7B9,ID-00F3E718,,ID-9C291004,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-00F3E718,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-9292D7B9,ID-00F3E718,,ID-9C291004,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-D6C3EFE8,"20.181,96","23.110,98",31/12/2025,"20.181,96","23.110,98","1,145,130,784,275,790",31/12/2025,ID-2F32BA18,ID-D6C3EFE8,,ID-8116DE95,CC,GBP,02/01/2026,"20.181,96",05/01/2026,"20.181,96",06/01/2026,"20.181,96"
ID-D6C3EFE8,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",07/02/2025,ID-2F32BA18,ID-D6C3EFE8,,ID-8116DE95,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-D6C3EFE8,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",15/08/2023,ID-2F32BA18,ID-D6C3EFE8,,ID-8116DE95,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-D6C3EFE8,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-2F32BA18,ID-D6C3EFE8,,ID-8116DE95,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-072F78C6,"3.993,98","4.573,63",31/12/2025,"3.993,98","4.573,63","1,145,130,784,275,790",31/12/2025,ID-D807A5C5,ID-072F78C6,,ID-159082A8,CC,GBP,02/01/2026,"3.993,98",05/01/2026,"3.993,98",06/01/2026,"3.993,98"
ID-072F78C6,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-D807A5C5,ID-072F78C6,,ID-159082A8,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-5A722007,"2.281,01","2.612,05",31/12/2025,"2.281,01","2.612,05","1,145,130,784,275,790",31/12/2025,ID-05CC73CD,ID-5A722007,,ID-077FAAE0,CC,GBP,02/01/2026,"2.281,01",05/01/2026,"2.281,01",06/01/2026,"2.281,01"
ID-5A722007,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",28/12/2022,ID-05CC73CD,ID-5A722007,,ID-077FAAE0,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-5A722007,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-05CC73CD,ID-5A722007,,ID-077FAAE0,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-31AD30BF,"16.394,01","18.773,29",31/12/2025,"16.394,01","18.773,29","1,145,130,784,275,790",31/12/2025,ID-4C387A45,ID-31AD30BF,,ID-8D401D6B,CC,GBP,02/01/2026,"16.394,01",05/01/2026,"16.394,01",06/01/2026,"16.394,01"
ID-31AD30BF,"0,00","0,00",31/12/2025,"0,00","0,00","10,746,448,298,837,200",31/03/2025,ID-4C387A45,ID-31AD30BF,,ID-8D401D6B,75,CHF,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-31AD30BF,"20,40","20,40",31/12/2025,"20,40","20,40","1,00",31/12/2025,ID-4C387A45,ID-31AD30BF,,ID-8D401D6B,75,EUR,02/01/2026,"0,00",05/01/2026,"20,40",06/01/2026,"20,40"
ID-31AD30BF,"10,95","12,54",31/12/2025,"10,95","12,54","1,145,130,784,275,790",05/12/2025,ID-4C387A45,ID-31AD30BF,,ID-8D401D6B,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-31AD30BF,"78,13","66,52",31/12/2025,"78,13","66,52","0,851376620027081",29/12/2025,ID-4C387A45,ID-31AD30BF,,ID-8D401D6B,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-31AD30BF,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",09/12/2024,ID-4C387A45,ID-31AD30BF,,ID-8D401D6B,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-31AD30BF,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-4C387A45,ID-31AD30BF,,ID-8D401D6B,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-D1C02E27,"19.647,50","22.498,96",31/12/2025,"19.647,50","22.498,96","1,145,130,784,275,790",31/12/2025,ID-87F50975,ID-D1C02E27,,ID-4C01E09C,CC,GBP,02/01/2026,"19.647,50",05/01/2026,"19.647,50",06/01/2026,"19.647,50"
ID-D1C02E27,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",07/02/2025,ID-87F50975,ID-D1C02E27,,ID-4C01E09C,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-D1C02E27,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",15/08/2023,ID-87F50975,ID-D1C02E27,,ID-4C01E09C,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-D1C02E27,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",19/08/2024,ID-87F50975,ID-D1C02E27,,ID-4C01E09C,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-D1C02E27,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-87F50975,ID-D1C02E27,,ID-4C01E09C,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B657409B,"16.707,23","19.131,96",31/12/2025,"16.707,23","19.131,96","1,145,130,784,275,790",31/12/2025,ID-DBE14ADF,ID-B657409B,,ID-3A38CC24,CC,GBP,02/01/2026,"16.707,23",05/01/2026,"16.707,23",06/01/2026,"16.707,23"
ID-B657409B,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",06/06/2024,ID-DBE14ADF,ID-B657409B,,ID-3A38CC24,Dépôts/Emprunts à terme,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B657409B,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",25/01/2023,ID-DBE14ADF,ID-B657409B,,ID-3A38CC24,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B657409B,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-DBE14ADF,ID-B657409B,,ID-3A38CC24,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E844510A,"4.333,96","4.962,95",31/12/2025,"4.333,96","4.962,95","1,145,130,784,275,790",31/12/2025,ID-38697BFF,ID-E844510A,,ID-E423573C,CC,GBP,02/01/2026,"4.333,96",05/01/2026,"4.333,96",06/01/2026,"4.333,96"
ID-E844510A,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",07/03/2023,ID-38697BFF,ID-E844510A,,ID-E423573C,Dépôts/Emprunts à terme,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E844510A,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",06/02/2023,ID-38697BFF,ID-E844510A,,ID-E423573C,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-E844510A,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-38697BFF,ID-E844510A,,ID-E423573C,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-A8E92BD4,"0,00","0,00",31/12/2025,"0,00","0,00","1,00",22/02/2024,ID-BD120090,ID-A8E92BD4,,ID-15E19E6A,CC,EUR,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-A8E92BD4,"19.062,49","21.829,04",31/12/2025,"19.062,49","21.829,04","1,145,130,784,275,790",31/12/2025,ID-BD120090,ID-A8E92BD4,,ID-15E19E6A,CC,GBP,02/01/2026,"19.062,49",05/01/2026,"19.062,49",06/01/2026,"19.062,49"
ID-A8E92BD4,"0,00","0,00",31/12/2025,"0,00","0,00","10,746,448,298,837,200",31/03/2025,ID-BD120090,ID-A8E92BD4,,ID-15E19E6A,75,CHF,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-A8E92BD4,"34,42","34,42",31/12/2025,"34,42","34,42","1,00",31/12/2025,ID-BD120090,ID-A8E92BD4,,ID-15E19E6A,75,EUR,02/01/2026,"0,00",05/01/2026,"34,42",06/01/2026,"34,42"
ID-A8E92BD4,"17,49","20,03",31/12/2025,"17,49","20,03","1,145,130,784,275,790",05/12/2025,ID-BD120090,ID-A8E92BD4,,ID-15E19E6A,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-A8E92BD4,"101,35","86,29",31/12/2025,"101,35","86,29","0,851376620027081",29/12/2025,ID-BD120090,ID-A8E92BD4,,ID-15E19E6A,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-A8E92BD4,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-BD120090,ID-A8E92BD4,,ID-15E19E6A,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B8C6A83A,"71,19","81,52",31/12/2025,"71,19","81,52","1,145,130,784,275,790",31/12/2025,ID-C0542B31,ID-B8C6A83A,,ID-8B292CA9,CC,GBP,02/01/2026,"71,19",05/01/2026,"71,19",06/01/2026,"71,19"
ID-B8C6A83A,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",07/02/2025,ID-C0542B31,ID-B8C6A83A,,ID-8B292CA9,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B8C6A83A,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",26/06/2023,ID-C0542B31,ID-B8C6A83A,,ID-8B292CA9,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B8C6A83A,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-C0542B31,ID-B8C6A83A,,ID-8B292CA9,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-60670438,"11.650,10","13.340,89",31/12/2025,"11.650,10","13.340,89","1,145,130,784,275,790",31/12/2025,ID-652CD7C6,ID-60670438,,ID-11D68FDF,CC,GBP,02/01/2026,"11.650,10",05/01/2026,"11.650,10",06/01/2026,"11.650,10"
ID-60670438,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",07/02/2025,ID-652CD7C6,ID-60670438,,ID-11D68FDF,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-60670438,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",15/08/2023,ID-652CD7C6,ID-60670438,,ID-11D68FDF,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-60670438,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",14/08/2024,ID-652CD7C6,ID-60670438,,ID-11D68FDF,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-60670438,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-652CD7C6,ID-60670438,,ID-11D68FDF,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AB08ED67,"19.417,05","22.235,06",31/12/2025,"19.417,05","22.235,06","1,145,130,784,275,790",31/12/2025,ID-B6644213,ID-AB08ED67,,ID-B5EAFE73,CC,GBP,02/01/2026,"19.417,05",05/01/2026,"19.417,05",06/01/2026,"19.417,05"
ID-AB08ED67,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",29/06/2023,ID-B6644213,ID-AB08ED67,,ID-B5EAFE73,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AB08ED67,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",15/08/2023,ID-B6644213,ID-AB08ED67,,ID-B5EAFE73,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-AB08ED67,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-B6644213,ID-AB08ED67,,ID-B5EAFE73,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B90DAEDC,"3.542,29","4.056,39",31/12/2025,"3.542,29","4.056,39","1,145,130,784,275,790",31/12/2025,ID-E5C8CCE8,ID-B90DAEDC,,ID-8CBA81E3,CC,GBP,02/01/2026,"3.542,29",05/01/2026,"3.542,29",06/01/2026,"3.542,29"
ID-B90DAEDC,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",29/06/2023,ID-E5C8CCE8,ID-B90DAEDC,,ID-8CBA81E3,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B90DAEDC,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-E5C8CCE8,ID-B90DAEDC,,ID-8CBA81E3,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B87545A7,"111,32","127,48",31/12/2025,"111,32","127,48","1,145,130,784,275,790",23/12/2025,ID-534EC47C,ID-B87545A7,,ID-091F7489,CC,GBP,02/01/2026,"111,32",05/01/2026,"111,32",06/01/2026,"111,32"
ID-B87545A7,"1.794,94","2.055,44",31/12/2025,"1.794,94","2.055,44","1,145,130,784,275,790",31/12/2025,ID-534EC47C,ID-B87545A7,,ID-091F7489,CC,GBP,02/01/2026,"1.794,94",05/01/2026,"1.794,94",06/01/2026,"1.794,94"
ID-B87545A7,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",07/02/2025,ID-534EC47C,ID-B87545A7,,ID-091F7489,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B87545A7,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",26/06/2023,ID-534EC47C,ID-B87545A7,,ID-091F7489,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-B87545A7,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-534EC47C,ID-B87545A7,,ID-091F7489,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-00D69F47,"0,00","0,00",31/12/2025,"0,00","0,00","1,00",22/02/2024,ID-A091DAAC,ID-00D69F47,,ID-0AFB9C1C,CC,EUR,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-00D69F47,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",30/06/2025,ID-A091DAAC,ID-00D69F47,,ID-0AFB9C1C,CC,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-00D69F47,"0,00","0,00",31/12/2025,"0,00","0,00","10,746,448,298,837,200",03/04/2024,ID-A091DAAC,ID-00D69F47,,ID-0AFB9C1C,75,CHF,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-00D69F47,"0,00","0,00",31/12/2025,"0,00","0,00","1,00",07/08/2024,ID-A091DAAC,ID-00D69F47,,ID-0AFB9C1C,75,EUR,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-00D69F47,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",19/07/2024,ID-A091DAAC,ID-00D69F47,,ID-0AFB9C1C,75,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-00D69F47,"0,00","0,00",31/12/2025,"0,00","0,00","0,851376620027081",15/08/2024,ID-A091DAAC,ID-00D69F47,,ID-0AFB9C1C,75,USD,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-00D69F47,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",26/06/2023,ID-A091DAAC,ID-00D69F47,,ID-0AFB9C1C,76,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-00D69F47,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",09/08/2024,ID-A091DAAC,ID-00D69F47,,ID-0AFB9C1C,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-A1E090D4,"2.212,75","2.533,89",31/12/2025,"2.212,75","2.533,89","1,145,130,784,275,790",31/12/2025,ID-120B6731,ID-A1E090D4,,ID-F8F0707C,CC,GBP,02/01/2026,"2.212,75",05/01/2026,"2.212,75",06/01/2026,"2.212,75"
ID-A1E090D4,"355.000,00","406.521,43",31/12/2025,"355.000,00","406.521,43","1,145,130,784,275,790",04/12/2025,ID-120B6731,ID-A1E090D4,,ID-F8F0707C,Dépôts/Emprunts à terme,GBP,02/01/2026,"355.000,00",05/01/2026,"355.000,00",06/01/2026,"355.000,00"
ID-A1E090D4,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-120B6731,ID-A1E090D4,,ID-F8F0707C,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
ID-545B4B89,"77.110,06","88.301,10",31/12/2025,"77.110,06","88.301,10","1,145,130,784,275,790",31/12/2025,ID-BEF6C5B1,ID-545B4B89,,ID-F8F0707C,CC,GBP,02/01/2026,"77.110,06",05/01/2026,"77.110,06",06/01/2026,"77.110,06"
ID-545B4B89,"0,00","0,00",31/12/2025,"0,00","0,00","1,145,130,784,275,790",31/12/2025,ID-BEF6C5B1,ID-545B4B89,,ID-F8F0707C,IV,GBP,02/01/2026,"0,00",05/01/2026,"0,00",06/01/2026,"0,00"
